batter,name,PA,BABIP,hard_hit_rate,barrel_rate,sweet_spot_rate,avg_exit_velocity,z_contact_rate,hr_fb_rate,pull_rate,o_swing_rate,gb_rate,fb_rate,bb_rate,k_rate,bb_k_ratio,wOBA,xwOBA,xwOBA_gap,team,park_factor,career_babip,babip_baseline,_age_babip,age_adj_career_babip,park_adj_babip_expected,park_adj_hrfb_expected,oaa_babip_adj,xwoba_3yr,wrc_plus_3yr,quality_tier,luck_score,platoon_modifier,career_pa,birth_year,age,seasonal_pattern,amplification_cap_applied,verdict,chase_signal,this_is_real,tier_sell,age_flag
672960,Kazuma Okamoto,97,0.288,0.509,0.091,0.2,91.04363636363637,0.802,0.3,0.436,0.267,0.455,0.182,0.103,0.33,0.312,0.29,0.307,0.017,TOR,1.0,,0.3,30,0.3,0.3023,0.145,0.002336448598130841,,100.0,Above Avg (100-119),0.0347,Platoon-driven (dampened),60.0,1996,30,,False,Neutral,,,,
677942,Blaze Alexander,58,0.273,0.485,0.0,0.061,92.05151515151516,0.739,0.0,0.303,0.35,0.529,0.176,0.069,0.31,0.222,0.237,0.311,0.074,BAL,1.0,,0.3,27,0.3,0.2874,0.145,-0.0025570776255707767,0.28736141906873613,91.2,Below Avg (85-94),0.0345,,491.0,1999,27,,False,Neutral,,,,
660688,Keibert Ruiz,46,0.189,0.368,0.053,0.132,88.00263157894737,0.92,0.062,0.553,0.329,0.395,0.421,0.022,0.13,0.167,0.234,0.239,0.005,WSH,1.0,0.2971,0.2971,28,0.2971,0.2948,0.145,-0.0023067484662576687,0.3004931506849315,95.4,Average (95-99),0.0335,Platoon-driven (dampened),1884.0,1998,28,Summer performer (amplified),False,Neutral,,,,
670623,Isaac Paredes,83,0.278,0.304,0.036,0.125,88.93214285714285,0.873,0.105,0.5,0.291,0.268,0.339,0.084,0.193,0.437,0.342,0.301,-0.041,HOU,1.0,0.2885,0.2885,27,0.2885,0.301,0.145,0.00451685393258427,0.3143424242424242,99.8,Average (95-99),0.0331,,2275.0,1999,27,Fader conflict (dampened),False,Neutral,,,,
660821,Jesús Sánchez,80,0.298,0.492,0.068,0.153,92.64745762711864,0.846,0.167,0.373,0.396,0.441,0.203,0.062,0.175,0.357,0.312,0.372,0.06,TOR,1.0,0.2906,0.2906,29,0.2906,0.2922,0.145,0.001605177993527508,0.33990738161559886,107.9,Above Avg (100-119),0.0322,,2108.0,1997,29,,False,Neutral,,,,
687401,Joey Ortiz,62,0.231,0.359,0.026,0.077,87.23589743589743,0.917,0.0,0.231,0.32,0.659,0.146,0.097,0.242,0.4,0.219,0.233,0.014,MIL,1.0,0.2842,0.2842,28,0.2842,0.2748,0.145,0.0005619834710743802,0.28971741198858236,92.0,Below Avg (85-94),0.0305,Platoon-driven (dampened),1094.0,1998,28,,False,Neutral,,,,
695336,Thomas Saggese,54,0.273,0.364,0.03,0.182,89.33939393939393,0.773,0.0,0.364,0.35,0.485,0.242,0.074,0.315,0.235,0.215,0.225,0.01,STL,1.0,,0.3,24,0.3,0.3025,0.145,0.002484018264840183,0.2756541786743516,87.5,Below Avg (85-94),0.0294,,390.0,2002,24,,False,Neutral,,,,
686797,Brooks Lee,80,0.268,0.356,0.034,0.102,87.30677966101696,0.869,0.2,0.39,0.33,0.407,0.254,0.075,0.175,0.429,0.309,0.312,0.003,MIN,1.0,0.282,0.282,25,0.282,0.2812,0.145,-0.0007975077881619938,0.2871811797752809,91.2,Below Avg (85-94),0.0276,Anti-platoon luck (amplified),761.0,2001,25,,False,Neutral,,,,
680779,Henry Davis,53,0.212,0.333,0.061,0.091,87.77575757575757,0.862,0.0,0.455,0.287,0.441,0.235,0.113,0.208,0.545,0.242,0.253,0.011,PIT,1.0,0.2315,0.2315,27,0.2315,0.2329,0.145,0.0014093264248704665,0.2792712121212121,88.7,Below Avg (85-94),0.0271,,700.0,1999,27,,False,Neutral,,,,
682626,Francisco Álvarez,75,0.244,0.375,0.167,0.146,88.03541666666666,0.871,0.273,0.479,0.316,0.542,0.229,0.12,0.2,0.6,0.345,0.372,0.027,NYM,0.95,0.2805,0.2805,25,0.2805,0.2558,0.1377,-0.0007491638795986622,0.30836276391554707,93.0,Below Avg (85-94),0.027,Anti-platoon luck (amplified),1107.0,2001,25,Fader conflict (dampened),False,Neutral,,,,
666969,Adolis García,94,0.291,0.483,0.103,0.224,92.65517241379312,0.848,0.2,0.362,0.305,0.362,0.259,0.096,0.266,0.36,0.323,0.348,0.025,PHI,1.06,0.2867,0.2867,33,0.2781,0.2949,0.1537,0.00014213197969543148,0.3269829295154185,110.0,Above Avg (100-119),0.0266,Platoon-driven (dampened),3185.0,1993,33,,False,Neutral,,,,
701675,Nathan Church,57,0.242,0.371,0.057,0.086,81.78,0.8,0.286,0.486,0.439,0.543,0.2,0.07,0.298,0.235,0.264,0.3,0.036,STL,1.0,,0.3,26,0.3,0.2896,0.145,-0.0003654822335025381,0.247,78.4,Poor (<85),0.0254,,102.0,2000,26,,False,Neutral,,,,
671289,Tyler Freeman,48,0.343,0.343,0.0,0.114,87.19428571428573,0.917,0.0,0.286,0.347,0.541,0.189,0.042,0.125,0.333,0.314,0.332,0.018,COL,1.18,0.2969,0.2969,27,0.2969,0.3372,0.1711,-0.0031475409836065576,0.316585291113381,118.6,Above Avg (100-119),0.025,,1088.0,1999,27,,False,Neutral,,,,
665487,Fernando Tatís,104,0.349,0.667,0.143,0.254,94.2126984126984,0.885,0.0,0.254,0.288,0.484,0.188,0.106,0.269,0.393,0.295,0.35,0.055,SD,1.0,0.316,0.316,27,0.316,0.3203,0.145,0.004284263959390863,0.3728061224489796,118.4,Above Avg (100-119),0.0236,,3012.0,1999,27,,False,Neutral,,,,
678218,Brandon Valenzuela,32,0.222,0.368,0.053,0.158,86.52631578947368,0.82,0.333,0.579,0.415,0.579,0.158,0.031,0.375,0.083,0.197,0.221,0.024,TOR,1.0,,0.3,26,0.3,0.2905,0.145,0.0004516129032258065,,100.0,Above Avg (100-119),0.0233,,19.0,2000,26,,False,Neutral,,,,
676914,Davis Schneider,42,0.25,0.429,0.19,0.19,92.56190476190476,0.826,0.125,0.429,0.15,0.381,0.381,0.19,0.31,0.615,0.305,0.344,0.039,TOR,1.0,0.2665,0.2665,27,0.2665,0.267,0.145,0.00047826086956521735,0.3119197080291971,99.0,Average (95-99),0.0232,,849.0,1999,27,,False,Neutral,,,,
686780,Pedro Pagés,51,0.242,0.382,0.059,0.147,86.87647058823529,0.875,0.091,0.471,0.415,0.457,0.314,0.039,0.235,0.167,0.253,0.281,0.028,STL,1.0,0.2829,0.2829,28,0.2829,0.2827,0.145,-0.00021390374331550804,0.26761943986820425,85.0,Below Avg (85-94),0.0221,Anti-platoon luck (amplified),642.0,1998,28,,False,Neutral,,,,
665161,Jeremy Peña,46,0.297,0.297,0.027,0.081,86.0891891891892,0.892,0.0,0.378,0.311,0.351,0.351,0.065,0.13,0.5,0.311,0.36,0.049,HOU,1.0,0.3211,0.3211,29,0.3211,0.3268,0.145,0.005733333333333333,0.31855610290093045,101.1,Above Avg (100-119),0.0219,,2431.0,1997,29,,False,Neutral,,,,
643217,Andrew Benintendi,71,0.308,0.625,0.15,0.2,89.845,0.726,0.143,0.659,0.347,0.293,0.341,0.07,0.352,0.2,0.292,0.336,0.044,CWS,1.0,0.3096,0.3096,32,0.3003,0.3082,0.145,-0.00011428571428571428,0.3144538127712337,99.8,Average (95-99),0.0214,,4818.0,1994,32,,False,Neutral,,,,
669016,Brandon Marsh,81,0.321,0.5,0.067,0.167,91.42333333333332,0.913,0.222,0.317,0.372,0.45,0.3,0.049,0.21,0.235,0.353,0.368,0.015,PHI,1.06,0.3127,0.3127,29,0.3127,0.3315,0.1537,-2.8070175438596492e-05,0.3262097596504006,109.8,Above Avg (100-119),0.021,Platoon-driven (dampened),2155.0,1997,29,,False,Neutral,,,,
572233,Christian Walker,103,0.269,0.458,0.111,0.153,89.5875,0.896,0.278,0.333,0.279,0.444,0.25,0.126,0.165,0.765,0.393,0.383,-0.01,HOU,1.0,0.2973,0.2973,35,0.2795,0.282,0.145,0.002506265664160401,0.335190501888829,106.4,Above Avg (100-119),0.0205,Anti-platoon luck (amplified),3978.0,1991,35,V-shape seasonal (strong buy),False,Neutral,,Confirmed,,
665926,Andrés Giménez,92,0.286,0.301,0.041,0.027,86.82876712328768,0.923,0.143,0.397,0.443,0.486,0.284,0.043,0.152,0.286,0.316,0.305,-0.011,TOR,1.0,0.3056,0.3056,28,0.3056,0.3073,0.145,0.0017349397590361447,0.3010735475896168,95.6,Average (95-99),0.0202,Platoon-driven (dampened),2576.0,1998,28,,False,Neutral,,,,
688363,Graham Pauley,57,0.256,0.179,0.051,0.103,83.61025641025641,0.842,0.0,0.462,0.227,0.45,0.325,0.035,0.263,0.133,0.251,0.185,-0.066,MIA,0.95,,0.3,26,0.3,0.2848,0.1377,-0.00023728813559322035,0.2864074074074074,86.4,Below Avg (85-94),0.0188,,254.0,2000,26,,False,Neutral,,,,
650333,Luis Arráez,97,0.31,0.184,0.0,0.011,84.80229885057472,0.954,0.0,0.31,0.293,0.455,0.273,0.052,0.041,1.25,0.332,0.3,-0.032,SF,0.91,0.368,0.368,29,0.368,0.3367,0.1319,0.0017872340425531916,0.32857433808553976,94.9,Below Avg (85-94),0.0184,,3597.0,1997,29,Fader conflict (dampened),False,Neutral,,,,
663368,Blake Perkins,43,0.2,0.4,0.04,0.08,86.88,0.827,0.0,0.4,0.327,0.346,0.346,0.116,0.256,0.455,0.252,0.25,-0.002,MIL,1.0,0.2822,0.2822,30,0.2822,0.2914,0.145,0.0012173913043478262,0.27956144890038814,88.7,Below Avg (85-94),0.0178,Platoon-driven (dampened),807.0,1996,30,,False,Neutral,,,,
663837,Matt Vierling,47,0.265,0.429,0.029,0.171,87.23714285714286,0.927,0.125,0.429,0.324,0.429,0.229,0.064,0.191,0.333,0.289,0.316,0.027,DET,1.0,0.3046,0.3046,30,0.3046,0.3016,0.145,-0.0029702970297029703,0.3185998329156224,101.1,Above Avg (100-119),0.0172,Platoon-driven (dampened),1654.0,1996,30,Fader conflict (dampened),False,Neutral,,,,
596142,Gary Sánchez,69,0.235,0.41,0.179,0.154,89.9974358974359,0.827,0.5,0.462,0.218,0.41,0.256,0.188,0.232,0.812,0.412,0.437,0.025,MIL,1.0,0.2641,0.2641,34,0.2562,0.2547,0.145,-0.001521311475409836,0.326125,103.5,Above Avg (100-119),0.0171,Platoon-driven (dampened),3341.0,1992,34,,False,Neutral,,Confirmed,,
666023,Freddy Fermin,46,0.25,0.429,0.0,0.107,88.06428571428572,0.885,0.0,0.5,0.303,0.357,0.321,0.13,0.217,0.6,0.301,0.295,-0.006,SD,1.0,0.316,0.316,31,0.316,0.3205,0.145,0.004464088397790056,0.2897157894736842,92.0,Below Avg (85-94),0.0168,,994.0,1995,31,Fader conflict (dampened),False,Neutral,,,,
686452,Drew Millas,46,0.25,0.143,0.036,0.071,75.88214285714285,0.939,0.0,0.357,0.296,0.483,0.103,0.087,0.283,0.308,0.233,0.256,0.023,WSH,1.0,,0.3,28,0.3,0.2973,0.145,-0.0027415730337078652,0.30040666666666666,95.4,Average (95-99),0.0166,,177.0,1998,28,,False,Neutral,,,,
608701,Rob Refsnyder,32,0.048,0.318,0.091,0.182,85.16818181818182,0.905,0.143,0.318,0.161,0.273,0.318,0.094,0.219,0.429,0.156,0.27,0.114,SEA,1.0,0.3251,0.3251,35,0.3056,0.3124,0.145,-0.0012258064516129032,0.33483135704874833,106.3,Above Avg (100-119),0.0163,,1569.0,1991,35,,False,Neutral,,,,
694728,Brice Matthews,42,0.278,0.368,0.105,0.158,86.88421052631578,0.719,0.2,0.526,0.21,0.35,0.25,0.119,0.405,0.294,0.268,0.266,-0.002,HOU,1.0,,0.3,24,0.3,0.3029,0.145,0.0029411764705882353,0.294,93.3,Below Avg (85-94),0.016,,72.0,2002,24,,False,Neutral,,,,
667472,Dane Myers,37,0.304,0.391,0.174,0.261,88.60434782608695,0.927,0.111,0.125,0.108,0.292,0.375,0.162,0.162,1.0,0.381,0.537,0.156,CIN,1.08,0.2949,0.2949,30,0.2949,0.3274,0.1566,0.0009066666666666667,0.3093307240704501,106.1,Above Avg (100-119),0.0152,Anti-platoon luck (amplified),533.0,1996,30,,False,Neutral,,,,
641584,Jake Fraley,52,0.273,0.265,0.088,0.147,86.87352941176471,0.921,0.083,0.382,0.198,0.206,0.353,0.096,0.25,0.385,0.288,0.303,0.015,TB,0.94,0.311,0.311,31,0.311,0.2966,0.1363,-0.003728506787330317,0.30990296220633295,92.5,Below Avg (85-94),0.0147,,1597.0,1995,31,,False,Neutral,,,,
657757,Gavin Sheets,76,0.275,0.5,0.111,0.185,89.08703703703704,0.909,0.273,0.37,0.354,0.426,0.204,0.053,0.237,0.222,0.323,0.331,0.008,SD,1.0,0.2848,0.2848,30,0.2848,0.2892,0.145,0.004438871473354232,0.31294460431654675,99.3,Average (95-99),0.0144,,2027.0,1996,30,,False,Neutral,,,,
543760,Marcus Semien,93,0.281,0.344,0.078,0.156,86.4421875,0.852,0.042,0.431,0.269,0.303,0.364,0.075,0.204,0.368,0.283,0.311,0.028,NYM,0.95,0.2994,0.2994,36,0.2814,0.2734,0.1377,-0.0019190751445086706,0.3251007481296758,98.0,Average (95-99),0.0138,Platoon-driven (dampened),7140.0,1990,36,Summer performer (amplified),False,Neutral,,,,
686668,Brenton Doyle,76,0.326,0.372,0.047,0.163,88.47209302325582,0.944,0.091,0.341,0.333,0.477,0.25,0.079,0.342,0.231,0.28,0.272,-0.008,COL,1.18,0.2861,0.2861,28,0.2861,0.3348,0.1711,-0.0027575757575757573,0.2999923664122137,112.4,Above Avg (100-119),0.0133,,1623.0,1998,28,,False,Neutral,,,,
686555,Isaac Collins,67,0.286,0.306,0.083,0.056,86.23333333333333,0.84,0.1,0.333,0.217,0.389,0.278,0.09,0.358,0.25,0.256,0.24,-0.016,KC,1.0,,0.3,29,0.3,0.3006,0.145,0.0005735849056603773,0.31621739130434784,100.4,Above Avg (100-119),0.0132,Anti-platoon luck (amplified),509.0,1997,29,,False,Neutral,,,,
666181,Will Benson,41,0.25,0.227,0.0,0.045,87.98181818181818,0.727,0.0,0.417,0.25,0.292,0.375,0.195,0.22,0.889,0.287,0.261,-0.026,CIN,1.08,0.2759,0.2759,28,0.2759,0.3056,0.1566,-0.00042352941176470595,0.3068773195876289,105.2,Above Avg (100-119),0.0126,,1063.0,1998,28,Fader conflict (dampened),False,Neutral,,,,
663698,Joey Bart,39,0.25,0.333,0.095,0.095,85.77619047619048,0.804,0.091,0.381,0.333,0.381,0.524,0.051,0.385,0.133,0.229,0.258,0.029,PIT,1.0,0.2907,0.2907,30,0.2907,0.2913,0.145,0.0006075949367088608,0.3163159379407617,100.4,Above Avg (100-119),0.0117,Anti-platoon luck (amplified),1139.0,1996,30,,False,Neutral,,,,
656716,Zach Mckinstry,46,0.25,0.242,0.03,0.061,85.76969696969697,0.947,0.125,0.576,0.262,0.485,0.242,0.065,0.217,0.3,0.261,0.264,0.003,DET,1.0,0.2832,0.2832,31,0.2832,0.2804,0.145,-0.002848167539267016,0.30671787296898084,97.4,Average (95-99),0.0098,,1759.0,1995,31,,False,Neutral,,,,
663993,Nathaniel Lowe,34,0.304,0.565,0.043,0.217,91.15217391304348,0.863,0.0,0.478,0.243,0.478,0.174,0.118,0.206,0.571,0.299,0.354,0.055,CIN,1.08,0.3155,0.3155,31,0.3155,0.3425,0.1566,0.0017718120805369129,0.3253651211801897,111.6,Above Avg (100-119),0.007,,3453.0,1995,31,,False,Neutral,,,,
680777,Ryan Jeffers,71,0.293,0.386,0.136,0.205,91.39090909090908,0.897,0.176,0.341,0.205,0.295,0.386,0.183,0.183,1.0,0.42,0.401,-0.019,MIN,1.0,0.2961,0.2961,29,0.2961,0.3044,0.145,0.00028205128205128203,0.32129351265822786,102.0,Above Avg (100-119),0.0062,,1906.0,1997,29,,False,Neutral,,Confirmed,,
655316,Andruw Monasterio,35,0.261,0.522,0.043,0.174,92.69130434782608,0.885,0.0,0.304,0.26,0.348,0.304,0.114,0.229,0.5,0.254,0.31,0.056,BOS,1.0,0.3007,0.3007,29,0.3007,0.3066,0.145,-0.0021025641025641025,0.29849662162162166,94.8,Below Avg (85-94),0.0061,Anti-platoon luck (amplified),607.0,1997,29,,False,Neutral,,,,
664954,Brett Sullivan,38,0.31,0.31,0.0,0.138,86.81724137931033,0.902,0.0,0.414,0.375,0.379,0.241,0.026,0.211,0.125,0.259,0.243,-0.016,COL,1.18,,0.3,32,0.3,0.3516,0.1711,-0.002394160583941606,0.25056249999999997,93.9,Below Avg (85-94),0.005,,138.0,1994,32,,False,Neutral,,,,
664034,Ty France,32,0.24,0.52,0.12,0.12,88.97200000000001,0.818,0.25,0.385,0.293,0.538,0.154,0.031,0.125,0.25,0.286,0.396,0.11,SD,1.0,0.3046,0.3046,32,0.2955,0.2911,0.145,0.005600000000000001,0.3257573964497042,103.4,Above Avg (100-119),0.0038,,3325.0,1994,32,,False,Neutral,,,,
621438,Tyrone Taylor,36,0.24,0.192,0.077,0.154,85.79230769230769,0.843,0.091,0.308,0.422,0.393,0.393,0.028,0.194,0.143,0.246,0.27,0.024,NYM,0.95,0.2845,0.2845,32,0.276,0.2626,0.1377,0.0004148148148148148,0.3029537136706135,91.4,Below Avg (85-94),0.0029,,1681.0,1994,32,,False,Neutral,,,,
545341,Randal Grichuk,31,0.25,0.6,0.2,0.35,90.36,0.771,0.0,0.3,0.333,0.35,0.4,0.032,0.323,0.1,0.202,0.31,0.108,NYY,1.0,0.3115,0.3115,35,0.2928,0.2956,0.145,0.0027636363636363635,0.336248322147651,106.7,Above Avg (100-119),0.0021,,4847.0,1991,35,,False,Neutral,,,,
686681,Michael Massey,35,0.292,0.56,0.08,0.28,91.796,0.791,0.077,0.4,0.343,0.24,0.52,0.029,0.257,0.111,0.297,0.304,0.007,KC,1.0,0.2931,0.2931,28,0.2931,0.3056,0.145,0.00453731343283582,0.30360420475319927,96.4,Average (95-99),0.0019,,1299.0,1998,28,,False,Neutral,,,,
623168,Tyler Heineman,37,0.292,0.217,0.0,0.043,83.4391304347826,0.87,0.0,0.542,0.448,0.593,0.148,0.027,0.216,0.125,0.224,0.258,0.034,TOR,1.0,,0.3,35,0.3,0.2929,0.145,0.002875,0.28262447257383966,89.7,Below Avg (85-94),0.0016,,492.0,1991,35,,False,Neutral,,,,
641933,Tyler O'neill,31,0.25,0.333,0.048,0.095,86.79523809523809,0.778,0.143,0.429,0.224,0.333,0.333,0.065,0.194,0.333,0.3,0.31,0.01,BAL,1.0,0.2779,0.2779,31,0.2779,0.2858,0.145,-7.476635514018692e-05,0.3430063291139241,108.9,Above Avg (100-119),0.0011,,2352.0,1995,31,Summer performer (amplified),False,Neutral,,,,
592663,J. t. Realmuto,57,0.31,0.395,0.023,0.163,88.42093023255813,0.831,0.071,0.465,0.328,0.419,0.326,0.088,0.14,0.625,0.342,0.328,-0.014,PHI,1.06,0.3128,0.3128,35,0.294,0.3109,0.1537,-0.0007017543859649123,0.329061876247505,110.7,Above Avg (100-119),0.0009,Anti-platoon luck (amplified),5588.0,1991,35,Summer performer (amplified),False,Neutral,,,,
676694,Jake Meyers,39,0.296,0.357,0.143,0.179,88.41071428571429,0.891,0.143,0.357,0.315,0.393,0.25,0.077,0.179,0.429,0.349,0.353,0.004,HOU,1.0,0.2932,0.2932,30,0.2932,0.295,0.145,0.0018461538461538461,0.30551093117408906,97.0,Average (95-99),0.0001,Anti-platoon luck (amplified),1601.0,1996,30,Fader conflict (dampened),False,Neutral,,,,
641680,Jonah Heim,34,0.28,0.32,0.04,0.16,85.756,0.867,0.0,0.44,0.338,0.36,0.24,0.118,0.147,0.8,0.299,0.271,-0.028,ATL,1.0,0.2802,0.2802,31,0.2802,0.283,0.145,0.0028,0.29495017543859653,93.6,Below Avg (85-94),0.0001,,2223.0,1995,31,Fader conflict (dampened),False,Neutral,,,,
701678,Hao-Yu  Lee,15,0.375,0.375,0.25,0.375,94.2125,0.714,0.0,0.125,0.28,0.25,0.375,0.067,0.4,0.167,0.25,0.323,0.073,DET,1.0,,0.3,0,0.3,0.3054,0.145,-0.0026181818181818185,,100.0,Above Avg (100-119),0.0,,13.0,0,0,,False,Neutral,,,,
518595,Travis D'arnaud,18,0.2,0.2,0.2,0.2,84.82000000000001,0.85,0.0,0.0,0.379,0.3,0.5,0.056,0.278,0.2,0.286,0.289,0.003,LAA,1.0,0.289,0.289,37,0.263,0.2685,0.145,-0.0024827586206896553,0.3112951388888889,98.8,Average (95-99),0.0,,3573.0,1989,37,,False,Neutral,,,,
669004,Mj Melendez,18,0.571,0.75,0.25,0.5,100.25,0.739,0.333,0.75,0.244,0.0,0.375,0.111,0.444,0.25,0.428,0.371,-0.057,NYM,0.95,0.2654,0.2654,0,0.2654,0.2547,0.1377,-0.005432098765432099,0.3171225402504472,95.6,Average (95-99),0.0,,1664.0,0,0,,False,Neutral,,,,
691783,Jordan Lawlar,17,0.444,0.4,0.1,0.2,89.19,0.81,0.167,0.7,0.25,0.3,0.6,0.059,0.294,0.2,0.412,0.377,-0.035,AZ,1.0,,0.3,24,0.3,0.308,0.145,0.0,0.2331666666666667,74.0,Poor (<85),0.0,,128.0,2002,24,,False,Neutral,,,,
691740,Daniel Susac,24,0.55,0.3,0.05,0.1,88.015,0.875,0.0,0.25,0.357,0.45,0.35,0.042,0.125,0.333,0.5,0.385,-0.115,SF,0.91,,0.3,25,0.3,0.2768,0.1319,0.0037647058823529413,,100.0,Above Avg (100-119),0.0,,12.0,2001,25,,False,Neutral,,,,
467793,Carlos Santana,23,0.143,0.357,0.0,0.071,86.31428571428572,0.867,0.0,0.429,0.38,0.286,0.214,0.087,0.304,0.286,0.154,0.209,0.055,AZ,1.0,0.2765,0.2765,40,0.2433,0.2513,0.145,0.0,0.3121120331950207,99.1,Average (95-99),0.0,,9280.0,1986,40,,False,Neutral,,,,
676724,Jared Young,23,0.389,0.5,0.167,0.111,86.21666666666667,0.9,0.0,0.556,0.277,0.722,0.111,0.087,0.13,0.667,0.365,0.364,-0.001,NYM,0.95,,0.3,31,0.3,0.2732,0.1377,-0.0018390804597701149,0.28450000000000003,85.8,Below Avg (85-94),0.0,,139.0,1995,31,,False,Neutral,,,,
680718,Addison Barger,23,0.071,0.5,0.0,0.143,90.69285714285716,0.9,0.0,0.357,0.417,0.357,0.5,0.13,0.261,0.5,0.146,0.23,0.084,TOR,1.0,0.279,0.279,27,0.279,0.2829,0.145,0.003914893617021276,0.31954883081155433,101.4,Above Avg (100-119),0.0,,750.0,1999,27,,False,Neutral,,,,
664731,P. j. Higgins,12,0.286,0.0,0.0,0.0,79.51428571428572,0.923,0.0,0.429,0.143,0.286,0.143,0.083,0.333,0.25,0.208,0.301,0.093,CIN,1.08,,0.3,0,0.3,0.3381,0.1566,0.006127659574468086,,100.0,Above Avg (100-119),0.0,,0.0,0,0,,False,Neutral,,,,
671286,Johnathan Rodríguez,11,0.0,0.5,0.0,0.25,89.1,0.944,0.0,0.25,0.25,0.25,0.25,0.273,0.364,0.75,0.191,0.33,0.139,BAL,1.0,,0.3,0,0.3,0.3093,0.145,0.0013090909090909093,0.27447863247863247,87.1,Below Avg (85-94),0.0,,128.0,0,0,,False,Neutral,,,,
669065,Kyle Stowers,13,0.375,0.75,0.0,0.25,95.625,0.708,0.0,0.75,0.222,0.25,0.125,0.154,0.154,1.0,0.396,0.419,0.023,MIA,0.95,0.3126,0.3126,0,0.3126,0.297,0.1377,-0.008,0.3413862660944206,103.0,Above Avg (100-119),0.0,,810.0,0,0,,False,Neutral,,,,
664059,Sam Haggerty,13,0.333,0.0,0.0,0.0,88.95,0.647,0.0,0.333,0.208,0.333,0.333,0.077,0.462,0.167,0.192,0.21,0.018,TEX,1.05,,0.3,32,0.3,0.3235,0.1522,0.0004528301886792453,0.3058169934640523,101.9,Above Avg (100-119),0.0,,672.0,1994,32,,False,Neutral,,,,
679845,Nick Loftin,16,0.333,0.417,0.083,0.083,89.66666666666667,0.923,0.0,0.667,0.226,0.417,0.25,0.188,0.062,3.0,0.456,0.378,-0.078,KC,1.0,,0.3,28,0.3,0.2988,0.145,-0.0011636363636363637,0.2931850117096019,93.1,Below Avg (85-94),0.0,,438.0,1998,28,,False,Neutral,,,,
650968,Yohel Pozo,16,0.125,0.375,0.0,0.062,90.01875,1.0,0.0,0.25,0.458,0.688,0.188,0.0,0.0,0.0,0.191,0.25,0.059,STL,1.0,,0.3,29,0.3,0.2913,0.145,0.0012857142857142859,0.276,87.6,Below Avg (85-94),0.0,,256.0,1997,29,,False,Neutral,,,,
669369,Bryce Johnson,18,0.444,0.111,0.0,0.0,84.82222222222222,0.792,0.0,0.444,0.29,0.5,0.3,0.056,0.389,0.143,0.289,0.165,-0.124,SD,1.0,,0.3,31,0.3,0.306,0.145,0.006,0.29329268292682925,93.1,Below Avg (85-94),0.0,,237.0,1995,31,,False,Neutral,,,,
641555,J. c. Escarra,20,0.231,0.308,0.154,0.077,91.16923076923078,0.783,0.0,0.308,0.292,0.462,0.154,0.05,0.3,0.167,0.267,0.264,-0.003,NYY,1.0,,0.3,31,0.3,0.3029,0.145,0.002891566265060241,0.3,95.2,Average (95-99),0.0,,110.0,1995,31,,False,Neutral,,,,
680869,Zack Gelof,17,0.3,0.5,0.0,0.2,89.36,0.682,0.0,0.4,0.111,0.636,0.091,0.0,0.353,0.0,0.191,0.173,-0.018,ATH,0.96,0.2769,0.2769,0,0.2769,0.2602,0.1392,0.0044444444444444444,0.28560126582278483,87.0,Below Avg (85-94),0.0,,961.0,0,0,,False,Neutral,,,,
668952,Ryan Kreidler,18,0.111,0.273,0.182,0.273,88.83636363636364,0.8,0.667,0.545,0.111,0.273,0.273,0.222,0.167,1.333,0.447,0.499,0.052,MIN,1.0,,0.3,29,0.3,0.306,0.145,-0.001974025974025974,0.21374015748031497,67.9,Poor (<85),0.0,,223.0,1997,29,,False,Neutral,,,,
663624,Ryan Mountcastle,15,0.333,0.417,0.0,0.083,90.04166666666667,1.0,0.0,0.333,0.448,0.583,0.167,0.067,0.133,0.5,0.31,0.301,-0.009,BAL,1.0,0.3106,0.3106,29,0.3106,0.3055,0.145,0.004888888888888889,0.3368913043478261,106.9,Above Avg (100-119),0.0,,2684.0,1997,29,,False,Neutral,,,,
628451,Andy Ibáñez,18,0.133,0.267,0.0,0.067,87.36666666666666,0.923,0.0,0.467,0.455,0.333,0.467,0.056,0.111,0.5,0.189,0.211,0.022,ATH,0.96,0.2968,0.2968,33,0.2879,0.284,0.1392,-0.00044444444444444447,0.30602682926829267,93.3,Below Avg (85-94),0.0,,1234.0,1993,33,,False,Neutral,,,,
600869,Jeimer Candelario,20,0.2,0.4,0.0,0.0,91.81,0.545,0.0,0.6,0.351,0.4,0.4,0.05,0.4,0.125,0.195,0.216,0.021,LAA,1.0,0.2763,0.2763,33,0.268,0.2669,0.145,-0.0010602409638554215,0.2960230088495575,94.0,Below Avg (85-94),0.0,,3610.0,1993,33,,False,Neutral,,,,
700246,Carson Williams,20,0.2,0.2,0.0,0.1,84.44,0.708,0.0,0.3,0.316,0.455,0.273,0.05,0.4,0.125,0.188,0.22,0.032,TB,0.94,,0.3,23,0.3,0.2758,0.1363,-0.006233766233766234,0.233,69.5,Poor (<85),0.0,,131.0,2003,23,,False,Neutral,,,,
682641,Luis Matos,21,0.308,0.231,0.0,0.077,84.14615384615385,0.909,0.0,0.385,0.524,0.538,0.077,0.048,0.333,0.143,0.205,0.13,-0.075,MIL,1.0,0.281,0.281,24,0.281,0.267,0.145,-0.004,0.2872900505902192,91.2,Below Avg (85-94),0.0,,603.0,2002,24,,False,Neutral,,,,
