name,mlbam_id,april_pa,ros_pa,actual_hr,actual_r,actual_rbi,actual_avg,actual_ros_woba,model_hr,model_r,model_rbi,model_avg,model_woba,naive_hr,naive_r,naive_rbi,naive_avg,naive_woba,rtm_hr,rtm_r,rtm_rbi,rtm_avg,rtm_woba,hr_err,signal,signal_norm,signal_hr,signal_avg,signal_woba
Victor Caratini,605170,42,240,12.0,35.0,46.0,0.259,0.30895833333333333,15.6,61.199999999999996,55.199999999999996,0.242,0.31519,13.2,61.199999999999996,51.6,0.25,0.35714285714285715,16.8,62.4,56.4,0.249,0.3375714285714286,3.5999999999999996,neutral,neutral,15.6,0.242,0.31519
Bo Naylor,666310,79,198,14.0,46.0,47.0,0.195,0.29747474747474745,15.6,57.599999999999994,50.4,0.217,0.30141,27.599999999999998,60.0,57.599999999999994,0.194,0.3063291139240506,22.8,62.4,58.8,0.224,0.3121645569620253,1.5999999999999996,neutral,neutral,15.6,0.217,0.30141
Liam Hicks,689414,70,160,6.0,37.0,45.0,0.247,0.328125,8.4,57.599999999999994,49.199999999999996,0.247,0.3114,7.199999999999999,57.599999999999994,48.0,0.254,0.3221428571428572,13.2,60.0,54.0,0.251,0.32007142857142856,2.4000000000000004,neutral,neutral,8.4,0.247,0.3114
Daniel Schneemann,682177,56,222,12.0,48.0,41.0,0.206,0.3078828828828829,19.2,60.0,55.199999999999996,0.221,0.29759,19.2,62.4,57.599999999999994,0.24,0.32946428571428577,18.0,62.4,57.599999999999994,0.245,0.3237321428571429,7.199999999999999,neutral,neutral,19.2,0.221,0.29759
Gabriel Arias,672356,99,201,11.0,44.0,54.0,0.22,0.2873134328358209,14.399999999999999,55.199999999999996,50.4,0.216,0.28694,21.599999999999998,67.2,64.8,0.264,0.3333333333333333,20.4,66.0,62.4,0.256,0.32566666666666666,3.3999999999999986,Sell high,sell high,14.399999999999999,0.216,0.26398479999999996
Jake Burger,669394,106,181,16.0,43.0,53.0,0.236,0.32182320441988954,18.0,62.4,58.8,0.245,0.3118,15.6,46.8,46.8,0.186,0.2400943396226415,16.8,55.199999999999996,52.8,0.217,0.27904716981132077,2.0,Buy low,buy low,18.900000000000002,0.245,0.33674400000000004
Jared Triolo,669707,43,117,7.0,41.0,24.0,0.227,,12.0,57.599999999999994,51.6,0.237,0.28425,0.0,34.8,30.0,0.175,0.19534883720930232,12.0,54.0,49.199999999999996,0.226,0.2566744186046512,5.0,neutral,neutral,12.0,0.237,0.28425
Javier Sanoja,691594,57,160,6.0,40.0,38.0,0.243,0.28375,7.199999999999999,50.4,43.199999999999996,0.215,0.24349,9.6,67.2,61.199999999999996,0.308,0.31842105263157894,14.399999999999999,63.599999999999994,58.8,0.27,0.3182105263157895,1.1999999999999993,neutral,neutral,7.199999999999999,0.215,0.24349
Gabriel Moreno,672515,84,104,9.0,44.0,40.0,0.285,,8.4,63.599999999999994,52.8,0.276,0.32303,0.0,49.199999999999996,36.0,0.23,0.2738095238095238,9.6,56.4,48.0,0.24,0.2959047619047619,-0.5999999999999996,Buy low,buy low,8.82,0.276,0.3488724
Jonah Heim,641680,84,231,11.0,38.0,43.0,0.213,0.25844155844155847,14.399999999999999,60.0,54.0,0.238,0.3076,26.4,73.2,70.8,0.276,0.3464285714285714,21.599999999999998,67.2,63.599999999999994,0.261,0.3322142857142857,3.3999999999999986,Neutral,neutral,14.399999999999999,0.238,0.3076
Nolan Gorman,669357,64,162,14.0,48.0,46.0,0.205,0.3317901234567901,16.8,58.8,52.8,0.224,0.31514,8.4,49.199999999999996,37.199999999999996,0.189,0.27890625,14.399999999999999,57.599999999999994,49.199999999999996,0.225,0.298453125,2.8000000000000007,neutral,neutral,16.8,0.224,0.31514
Patrick Bailey,672275,87,204,6.0,47.0,55.0,0.222,0.2762254901960784,9.6,54.0,46.8,0.223,0.25706,0.0,33.6,26.4,0.16,0.20919540229885056,9.6,49.199999999999996,43.199999999999996,0.207,0.26359770114942527,3.5999999999999996,Neutral,neutral,9.6,0.223,0.25706
Ezequiel Tovar,678662,70,107,9.0,44.0,33.0,0.253,,13.2,62.4,56.4,0.259,0.31182,0.0,43.199999999999996,36.0,0.215,0.26285714285714284,10.799999999999999,55.199999999999996,49.199999999999996,0.235,0.2904285714285714,4.199999999999999,neutral,neutral,13.2,0.259,0.31182
Brayan Rocchio,677587,83,110,5.0,34.0,44.0,0.233,,9.6,52.8,45.6,0.217,0.28722,0.0,42.0,33.6,0.205,0.24277108433734937,9.6,52.8,46.8,0.229,0.2803855421686747,4.6,Buy low,buy low,10.08,0.217,0.3101976
Adley Rutschman,668939,115,176,9.0,37.0,29.0,0.22,0.31079545454545454,15.6,67.2,58.8,0.269,0.35651,19.2,61.199999999999996,52.8,0.222,0.3217391304347826,18.0,61.199999999999996,55.199999999999996,0.235,0.3198695652173913,6.6,Buy low,buy low,16.38,0.269,0.3850308
Edgar Quero,700337,44,201,5.0,31.0,36.0,0.268,0.31865671641791044,10.799999999999999,61.199999999999996,52.8,0.256,0.3402,0.0,64.8,48.0,0.314,0.409090909090909,12.0,63.599999999999994,54.0,0.268,0.3635454545454545,5.799999999999999,neutral,neutral,10.799999999999999,0.256,0.3402
Logan O'Hoppe,681351,93,238,19.0,35.0,43.0,0.213,0.29432773109243704,21.599999999999998,64.8,62.4,0.245,0.32061,48.0,85.2,93.6,0.273,0.37043010752688177,32.4,73.2,74.39999999999999,0.26,0.34421505376344086,2.599999999999998,Slight sell,slight sell,21.599999999999998,0.245,0.3077856
Kyle Higashioka,543309,61,147,11.0,33.0,47.0,0.241,,15.6,57.599999999999994,54.0,0.228,0.2966,8.4,56.4,51.6,0.254,0.29098360655737704,14.399999999999999,60.0,55.199999999999996,0.25,0.3044918032786885,4.6,neutral,neutral,15.6,0.228,0.2966
Danny Jansen,643376,77,186,14.0,38.0,36.0,0.215,0.3274193548387097,10.799999999999999,57.599999999999994,46.8,0.228,0.31107,7.199999999999999,44.4,31.2,0.161,0.2818181818181818,13.2,54.0,45.6,0.21,0.2999090909090909,-3.200000000000001,neutral,neutral,10.799999999999999,0.228,0.31107
Rowdy Tellez,642133,65,140,17.0,34.0,49.0,0.228,,19.2,61.199999999999996,57.599999999999994,0.23,0.31593,33.6,55.199999999999996,58.8,0.158,0.2676923076923077,24.0,60.0,58.8,0.213,0.29284615384615387,2.1999999999999993,neutral,neutral,19.2,0.23,0.31593
Casey Schmitt,669477,24,147,12.0,34.0,40.0,0.237,,18.0,58.8,55.199999999999996,0.223,0.28788,0.0,34.8,32.4,0.182,0.24583333333333335,14.399999999999999,57.599999999999994,52.8,0.235,0.2819166666666667,6.0,neutral,neutral,18.0,0.223,0.28788
Rhys Hoskins,656555,104,214,12.0,30.0,43.0,0.237,0.3228971962616823,14.399999999999999,61.199999999999996,52.8,0.24,0.33902,15.6,69.6,57.599999999999994,0.286,0.37307692307692314,16.8,66.0,57.599999999999994,0.267,0.34553846153846157,2.3999999999999986,Sell high,sell high,14.399999999999999,0.24,0.3118984
Connor Norby,681393,45,228,8.0,42.0,34.0,0.251,0.30657894736842106,15.6,58.8,54.0,0.232,0.30679,12.0,60.0,57.599999999999994,0.262,0.33444444444444443,15.6,61.199999999999996,56.4,0.252,0.3262222222222222,7.6,neutral,neutral,15.6,0.232,0.30679
Sean Murphy,669221,70,201,16.0,34.0,45.0,0.199,0.33034825870646767,19.2,64.8,58.8,0.244,0.34019,56.4,90.0,96.0,0.254,0.42571428571428566,33.6,73.2,73.2,0.251,0.37185714285714283,3.1999999999999993,neutral,neutral,19.2,0.244,0.34019
Miguel Rojas,500743,37,131,7.0,35.0,27.0,0.262,,12.0,60.0,54.0,0.248,0.28768,0.0,57.599999999999994,52.8,0.297,0.2864864864864865,13.2,61.199999999999996,56.4,0.261,0.30224324324324325,5.0,neutral,neutral,12.0,0.248,0.28768
Brooks Baldwin,681460,90,97,11.0,32.0,38.0,0.24,,10.799999999999999,52.8,46.8,0.214,0.26232,18.0,60.0,58.8,0.241,0.28777777777777774,18.0,61.199999999999996,57.599999999999994,0.245,0.3028888888888889,-0.20000000000000107,neutral,neutral,10.799999999999999,0.214,0.26232
Taylor Walls,670764,81,219,4.0,36.0,38.0,0.22,0.30388127853881286,8.4,46.8,38.4,0.187,0.25775,6.0,39.6,30.0,0.157,0.22469135802469134,13.2,52.8,45.6,0.207,0.2713456790123457,4.4,Slight buy,slight buy,8.568000000000001,0.187,0.26805999999999996
Edmundo Sosa,624641,42,122,11.0,30.0,39.0,0.276,,12.0,60.0,54.0,0.248,0.30905,0.0,72.0,62.4,0.368,0.3880952380952381,12.0,64.8,58.8,0.284,0.35304761904761905,1.0,neutral,neutral,12.0,0.248,0.30905
Ryan Mountcastle,663624,100,100,7.0,34.0,35.0,0.25,,20.4,66.0,63.599999999999994,0.257,0.30602,10.799999999999999,48.0,44.4,0.202,0.27599999999999997,14.399999999999999,55.199999999999996,51.6,0.225,0.297,13.399999999999999,Buy low,buy low,21.419999999999998,0.257,0.33050160000000006
Pavin Smith,656976,91,173,8.0,36.0,28.0,0.258,0.30057803468208094,18.0,63.599999999999994,55.199999999999996,0.235,0.3428,24.0,86.39999999999999,73.2,0.347,0.4785714285714286,20.4,74.39999999999999,64.8,0.295,0.3982857142857143,10.0,Sell high,sell high,18.0,0.235,0.315376
Jose Iglesias,578428,80,166,3.0,29.0,36.0,0.229,0.26475903614457835,9.6,67.2,60.0,0.294,0.3039,0.0,56.4,49.199999999999996,0.286,0.32249999999999995,9.6,60.0,52.8,0.265,0.32025,6.6,Neutral,neutral,9.6,0.294,0.3039
Davis Schneider,676914,21,100,11.0,33.0,31.0,0.234,,10.799999999999999,54.0,43.199999999999996,0.21,0.29842,0.0,42.0,19.2,0.15,0.2857142857142857,14.399999999999999,56.4,48.0,0.217,0.3018571428571428,-0.20000000000000107,neutral,neutral,10.799999999999999,0.21,0.29842
Freddy Fermin,666023,50,159,5.0,32.0,26.0,0.251,0.3009433962264151,10.799999999999999,60.0,54.0,0.257,0.27674,10.799999999999999,56.4,52.8,0.244,0.266,15.6,60.0,55.199999999999996,0.247,0.29200000000000004,5.799999999999999,neutral,neutral,10.799999999999999,0.257,0.27674
Joey Bart,663698,89,149,4.0,21.0,30.0,0.249,,14.399999999999999,60.0,52.8,0.238,0.31224,6.0,66.0,50.4,0.297,0.3724719101123595,12.0,63.599999999999994,54.0,0.271,0.34523595505617977,10.399999999999999,Sell high,sell high,14.399999999999999,0.238,0.28726080000000004
Jake Bauers,641343,43,109,7.0,28.0,28.0,0.235,,15.6,55.199999999999996,49.199999999999996,0.207,0.30632,25.2,68.39999999999999,61.199999999999996,0.243,0.35348837209302325,20.4,64.8,58.8,0.247,0.33574418604651163,8.6,neutral,neutral,15.6,0.207,0.30632
Jose Trevino,624431,71,135,4.0,30.0,22.0,0.238,,12.0,56.4,50.4,0.231,0.29074,15.6,74.39999999999999,68.39999999999999,0.323,0.4042253521126761,16.8,67.2,62.4,0.279,0.361112676056338,8.0,neutral,neutral,12.0,0.231,0.29074
Dylan Moore,664238,78,124,11.0,35.0,25.0,0.201,,19.2,60.0,55.199999999999996,0.221,0.33578,43.199999999999996,87.6,88.8,0.29,0.39423076923076916,28.799999999999997,73.2,72.0,0.266,0.3561153846153846,8.2,neutral,neutral,19.2,0.221,0.33578
Mitch Garver,641598,57,141,9.0,29.0,30.0,0.209,,12.0,56.4,46.8,0.22,0.32122,9.6,55.199999999999996,40.8,0.217,0.31842105263157894,14.399999999999999,60.0,51.6,0.237,0.3182105263157895,3.0,neutral,neutral,12.0,0.22,0.32122
Kyle Farmer,571657,89,149,8.0,24.0,31.0,0.227,,12.0,58.8,52.8,0.241,0.28821,0.0,50.4,42.0,0.25,0.2792134831460674,9.6,56.4,50.4,0.249,0.2986067415730337,4.0,Neutral,neutral,12.0,0.241,0.28821
Nick Allen,669397,78,247,,32.0,22.0,0.221,0.24453441295546557,6.0,48.0,40.8,0.209,0.25235,0.0,58.8,49.199999999999996,0.292,0.30961538461538457,9.6,60.0,52.8,0.267,0.3138076923076923,,neutral,neutral,6.0,0.209,0.25235
Trey Sweeney,700242,104,154,6.0,36.0,32.0,0.196,0.26201298701298703,9.6,54.0,44.4,0.219,0.28065,4.8,46.8,34.8,0.198,0.2759615384615385,12.0,55.199999999999996,46.8,0.223,0.2969807692307692,3.5999999999999996,Neutral,neutral,9.6,0.219,0.28065
Ben Williamson,810938,53,242,1.0,36.0,21.0,0.253,0.278305785123967,14.399999999999999,61.199999999999996,55.199999999999996,0.248,0.31452,9.6,58.8,52.8,0.26,0.2943396226415095,15.6,61.199999999999996,56.4,0.252,0.3061698113207547,13.399999999999999,neutral,neutral,14.399999999999999,0.248,0.31452
Luis Torrens,620443,65,148,5.0,20.0,29.0,0.226,,19.2,62.4,58.8,0.241,0.31778,8.4,57.599999999999994,52.8,0.262,0.32230769230769224,14.399999999999999,61.199999999999996,55.199999999999996,0.254,0.3201538461538461,14.2,neutral,neutral,19.2,0.241,0.31778
David Hamilton,666152,32,106,6.0,27.0,19.0,0.198,,12.0,55.199999999999996,49.199999999999996,0.225,0.26974,16.8,43.199999999999996,40.8,0.15,0.134375,18.0,55.199999999999996,50.4,0.204,0.22618749999999999,6.0,neutral,neutral,12.0,0.225,0.26974
Santiago Espinal,669289,70,228,,25.0,16.0,0.243,0.2614035087719298,9.6,60.0,51.6,0.253,0.29399,0.0,62.4,50.4,0.312,0.33714285714285713,10.799999999999999,63.599999999999994,55.199999999999996,0.275,0.32757142857142857,,neutral,neutral,9.6,0.253,0.29399
Michael Toglia,669911,112,218,11.0,22.0,32.0,0.19,0.28577981651376144,13.2,51.6,48.0,0.205,0.27965,14.399999999999999,54.0,51.6,0.219,0.26473214285714286,16.8,58.8,55.199999999999996,0.234,0.2913660714285714,2.1999999999999993,Neutral,neutral,13.2,0.205,0.27965
Thomas Saggese,695336,44,60,2.0,25.0,25.0,0.258,,10.799999999999999,54.0,48.0,0.222,0.27081,12.0,75.6,69.6,0.341,0.375,16.8,67.2,62.4,0.277,0.34650000000000003,8.799999999999999,neutral,neutral,10.799999999999999,0.222,0.27081
Curtis Mead,678554,42,92,3.0,26.0,19.0,0.233,,12.0,58.8,51.6,0.242,0.27663,0.0,32.4,24.0,0.15,0.1988095238095238,12.0,52.8,46.8,0.216,0.2584047619047619,9.0,neutral,neutral,12.0,0.242,0.27663
Nick Fortes,663743,24,125,5.0,19.0,21.0,0.229,,15.6,57.599999999999994,54.0,0.224,0.28378,0.0,58.8,54.0,0.3,0.3208333333333333,14.399999999999999,61.199999999999996,56.4,0.258,0.3194166666666667,10.6,neutral,neutral,15.6,0.224,0.28378
Henry Davis,680779,24,153,7.0,25.0,22.0,0.167,0.26372549019607844,12.0,49.199999999999996,44.4,0.194,0.26943,22.8,43.199999999999996,49.199999999999996,0.15,0.2625,19.2,58.8,56.4,0.228,0.29025,5.0,neutral,neutral,12.0,0.194,0.26943
Max Schuemann,680474,31,114,2.0,20.0,13.0,0.197,,10.799999999999999,54.0,46.8,0.22,0.28153,0.0,49.199999999999996,39.6,0.241,0.2935483870967742,13.2,58.8,52.8,0.246,0.3057741935483871,8.799999999999999,neutral,neutral,10.799999999999999,0.22,0.28153
Riley Adams,656180,18,126,8.0,29.0,24.0,0.186,,13.2,55.199999999999996,50.4,0.22,0.27613,31.2,54.0,61.199999999999996,0.176,0.23055555555555557,20.4,62.4,58.8,0.237,0.2742777777777778,5.199999999999999,neutral,neutral,13.2,0.22,0.27613
Oswald Peraza,672724,36,134,5.0,24.0,20.0,0.164,,13.2,55.199999999999996,49.199999999999996,0.218,0.28044,15.6,52.8,49.199999999999996,0.206,0.2638888888888889,16.8,60.0,55.199999999999996,0.237,0.29094444444444445,8.2,neutral,neutral,13.2,0.218,0.28044
Ezequiel Duran,677649,15,83,,16.0,14.0,0.224,,9.6,57.599999999999994,51.6,0.244,0.26562,0.0,28.799999999999997,26.4,0.15,0.0,15.6,55.199999999999996,50.4,0.216,0.159,,neutral,neutral,9.6,0.244,0.26562
Justin Turner,457759,52,93,3.0,14.0,18.0,0.219,,13.2,64.8,56.4,0.266,0.3225,0.0,38.4,26.4,0.167,0.2326923076923077,12.0,54.0,46.8,0.22,0.27534615384615385,10.2,neutral,neutral,13.2,0.266,0.3225
