pitcher,year,era,fip,era_fip_gap,ip,signal_e,signal_f,signal_g,signal_h,outcome,era_change
676710,2024,1.98,2.22,-0.2400000000000002,27.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.68
676962,2024,1.77,2.26,-0.48999999999999977,21.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.9500000000000002
676979,2024,6.59,4.53,2.0599999999999996,28.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-4.58
677944,2024,2.5,3.16,-0.6600000000000001,18.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,3.55
677960,2024,4.5,4.98,-0.4800000000000004,26.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,IMPROVED,-2.3
678394,2024,3.62,3.65,-0.029999999999999805,27.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.7400000000000002
679525,2024,3.19,3.0,0.18999999999999995,31.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.43
680570,2024,5.32,3.69,1.6300000000000003,22.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.8600000000000003
680730,2024,0.78,1.45,-0.6699999999999999,23.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,3.83
680767,2024,0.0,3.77,-3.77,15.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,4.32
681857,2024,3.77,2.44,1.33,28.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.8700000000000001
682243,2024,1.17,3.97,-2.8000000000000003,23.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,3.25
683003,2024,2.86,4.37,-1.5100000000000002,28.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.08
684007,2024,1.42,2.25,-0.8300000000000001,31.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.04
686580,2024,1.08,1.84,-0.76,18.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.9699999999999998
686613,2024,6.48,4.48,2.0,17.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.7700000000000005
686752,2024,2.67,3.04,-0.3700000000000001,33.666666666666664,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,0.7400000000000002
686826,2024,0.9,4.2,-3.3000000000000003,15.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,0.7499999999999999
687765,2024,3.0,2.5,0.5,16.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.88
690986,2024,4.5,3.18,1.3199999999999998,26.0,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-0.7200000000000002
694297,2024,5.4,3.73,1.6700000000000004,30.0,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-2.0600000000000005
694813,2024,5.48,4.01,1.4700000000000006,23.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.0000000000000004
808967,2024,2.82,2.83,-0.010000000000000231,22.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.20000000000000018
434378,2025,5.26,4.11,1.1499999999999995,25.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.20999999999999996
450203,2025,8.49,7.04,1.4500000000000002,23.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-4.630000000000001
500779,2025,1.16,3.4,-2.24,23.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,4.12
518876,2025,4.94,4.6,0.34000000000000075,27.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.6100000000000003
519242,2025,4.75,3.46,1.29,30.333333333333332,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-3.7
542881,2025,2.51,4.57,-2.0600000000000005,28.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.4700000000000006
543135,2025,2.45,2.04,0.41000000000000014,36.666666666666664,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.2500000000000002
543243,2025,3.68,3.54,0.14000000000000012,29.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.9999999999999996
543294,2025,5.56,5.84,-0.28000000000000025,22.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.2699999999999996
547179,2025,3.48,4.14,-0.6599999999999997,33.666666666666664,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.6199999999999997
554430,2025,3.35,3.13,0.2200000000000002,37.666666666666664,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.23
571510,2025,4.18,3.78,0.3999999999999999,28.0,SLIGHT_BUY,SLIGHT_BUY,SLIGHT_BUY,SLIGHT_BUY,IMPROVED,-1.63
571578,2025,3.86,4.55,-0.69,18.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.31000000000000005
571760,2025,2.64,3.26,-0.6199999999999997,30.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,3.22
571927,2025,2.12,1.86,0.26,20.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.7399999999999998
571945,2025,4.56,2.8,1.7599999999999998,23.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.4500000000000002
579328,2025,4.56,4.93,-0.3700000000000001,25.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.2399999999999998
592332,2025,4.88,3.86,1.02,27.666666666666668,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-1.3899999999999997
592662,2025,3.6,4.5,-0.8999999999999999,25.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.77
592791,2025,2.48,3.44,-0.96,29.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.2399999999999998
592836,2025,3.57,3.81,-0.2400000000000002,22.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.3500000000000001
592866,2025,4.2,4.0,0.20000000000000018,30.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.6799999999999997
593958,2025,6.26,3.36,2.9,27.333333333333332,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-0.5899999999999999
594798,2025,2.96,4.05,-1.0899999999999999,27.333333333333332,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,IMPROVED,-0.5499999999999998
601713,2025,1.93,2.39,-0.4600000000000002,28.0,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,DECLINED,1.45
605135,2025,2.54,2.29,0.25,28.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.0300000000000002
605280,2025,2.05,1.69,0.3599999999999999,26.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.4300000000000002
605488,2025,8.74,6.36,2.38,22.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-4.94
607067,2025,1.17,1.34,-0.17000000000000015,15.333333333333334,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,3.66
607074,2025,4.0,3.82,0.18000000000000016,36.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.73
607200,2025,5.47,5.26,0.20999999999999996,26.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.0
607259,2025,4.26,3.65,0.6099999999999999,25.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.1200000000000001
607536,2025,7.4,3.35,4.050000000000001,24.333333333333332,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-1.7000000000000002
607625,2025,3.09,4.41,-1.3200000000000003,32.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,FLAT,-0.040000000000000036
608331,2025,1.12,2.76,-1.6399999999999997,32.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.17
608372,2025,2.79,5.1,-2.3099999999999996,29.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.42
608379,2025,1.61,2.71,-1.0999999999999999,28.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.3499999999999999
608566,2025,7.79,3.85,3.94,18.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-2.49
615698,2025,7.36,4.83,2.5300000000000002,22.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-4.15
621111,2025,3.38,4.02,-0.6399999999999997,29.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,3.8200000000000003
621244,2025,2.86,4.23,-1.3700000000000006,28.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.12
622491,2025,3.67,3.62,0.04999999999999982,27.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.21999999999999975
622608,2025,6.66,6.14,0.5200000000000005,24.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.33999999999999986
622663,2025,4.06,3.76,0.2999999999999998,37.666666666666664,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.9500000000000002
623211,2025,0.0,2.47,-2.47,15.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,FLAT,0.0
641154,2025,1.96,2.19,-0.22999999999999998,23.0,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,DECLINED,1.42
641302,2025,4.58,3.25,1.33,21.0,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-2.7199999999999998
641793,2025,5.93,6.69,-0.7600000000000007,27.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-2.9099999999999997
641816,2025,0.91,2.46,-1.5499999999999998,29.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.69
641927,2025,1.8,3.33,-1.53,30.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,4.37
642547,2025,1.05,3.45,-2.4000000000000004,34.333333333333336,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.2199999999999998
645261,2025,8.86,6.24,2.619999999999999,21.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-2.9799999999999995
650911,2025,3.7,3.1,0.6000000000000001,26.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.6900000000000004
656234,2025,1.8,0.5,1.3,16.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.7299999999999998
656288,2025,2.13,2.9,-0.77,25.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.7000000000000002
656302,2025,6.2,3.02,3.18,24.666666666666668,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-1.7999999999999998
656427,2025,3.37,3.59,-0.21999999999999975,26.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.6799999999999997
656550,2025,2.74,5.23,-2.49,23.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.1199999999999997
656605,2025,4.18,3.53,0.6499999999999999,28.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.2999999999999998
656731,2025,2.39,2.34,0.050000000000000266,26.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,3.8799999999999994
656794,2025,5.4,2.77,2.6300000000000003,19.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-2.3100000000000005
656849,2025,3.12,2.18,0.94,26.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.2200000000000002
656876,2025,3.2,2.9,0.30000000000000027,25.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.22999999999999998
657277,2025,2.8,1.6,1.1999999999999997,35.333333333333336,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.9900000000000002
657746,2025,3.45,3.41,0.040000000000000036,28.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.79
663436,2025,4.23,4.58,-0.34999999999999964,27.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.4400000000000004
663460,2025,2.97,3.03,-0.05999999999999961,30.333333333333332,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,FLAT,-0.03000000000000025
663554,2025,2.17,4.03,-1.8600000000000003,29.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.49
663559,2025,6.38,5.43,0.9500000000000002,24.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.59
663623,2025,3.96,4.64,-0.6799999999999997,36.333333333333336,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.2000000000000002
663903,2025,4.78,4.09,0.6900000000000004,26.333333333333332,SLIGHT_BUY,SLIGHT_BUY,SLIGHT_BUY,SLIGHT_BUY,FLAT,0.23999999999999932
663978,2025,3.38,4.31,-0.9299999999999997,24.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,0.8700000000000001
664285,2025,4.66,3.72,0.94,29.0,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-2.5300000000000002
665152,2025,6.48,5.82,0.6600000000000001,25.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.0500000000000003
665795,2025,6.63,5.47,1.1600000000000001,19.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-4.05
666157,2025,2.43,3.17,-0.7399999999999998,29.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.06
666200,2025,2.08,1.91,0.17000000000000015,30.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,3.12
667755,2025,5.0,4.43,0.5700000000000003,27.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.2599999999999998
668678,2025,5.02,3.9,1.1199999999999997,28.666666666666668,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,DECLINED,0.4800000000000004
668909,2025,5.14,4.86,0.27999999999999936,22.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-2.2499999999999996
669022,2025,4.19,3.1,1.0900000000000003,34.333333333333336,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,FLAT,-0.35000000000000053
669160,2025,4.33,3.29,1.04,27.0,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,DECLINED,0.6399999999999997
669194,2025,1.23,1.46,-0.22999999999999998,15.333333333333334,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.4100000000000001
669203,2025,4.5,4.97,-0.46999999999999975,32.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-3.08
669302,2025,2.7,1.9,0.8000000000000003,23.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.6899999999999995
669358,2025,1.84,2.9,-1.0599999999999998,29.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.79
669373,2025,1.55,1.34,0.20999999999999996,29.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.19999999999999996
669387,2025,4.5,3.74,0.7599999999999998,22.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.62
669461,2025,2.97,1.88,1.0900000000000003,30.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.5699999999999998
669467,2025,4.28,5.33,-1.0499999999999998,27.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.34999999999999964
669724,2025,0.0,1.93,-1.93,15.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,6.0
670102,2025,6.75,7.14,-0.3899999999999997,24.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.2300000000000004
671096,2025,3.6,4.63,-1.0299999999999998,15.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,IMPROVED,-1.2800000000000002
671106,2025,3.2,4.24,-1.04,25.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,1.2400000000000002
671737,2025,4.3,4.91,-0.6100000000000003,29.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.8299999999999996
673540,2025,1.95,2.74,-0.7900000000000003,27.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.4800000000000002
676106,2025,3.94,3.6,0.33999999999999986,16.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.9700000000000002
676440,2025,5.54,7.22,-1.6799999999999997,26.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,IMPROVED,-0.71
676508,2025,0.59,0.95,-0.36,18.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,5.22
676664,2025,2.67,3.51,-0.8399999999999999,27.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,3.2
676962,2025,6.11,3.72,2.39,17.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.1900000000000004
676974,2025,3.54,2.71,0.8300000000000001,28.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,3.5
676979,2025,1.86,2.63,-0.7699999999999998,38.666666666666664,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,0.42999999999999994
677958,2025,4.02,2.08,1.9399999999999995,17.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.10000000000000053
680573,2025,3.8,3.86,-0.06000000000000005,23.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.35000000000000053
680730,2025,3.73,3.9,-0.16999999999999993,31.333333333333332,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,DECLINED,2.64
680732,2025,8.41,7.53,0.8799999999999999,20.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-4.4
680885,2025,3.94,3.38,0.56,32.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-0.46999999999999975
681190,2025,3.38,5.16,-1.7800000000000002,21.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,FLAT,-0.029999999999999805
681343,2025,2.27,3.01,-0.7399999999999998,31.666666666666668,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,3.9499999999999997
681517,2025,0.0,2.1,-2.1,17.333333333333332,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.18
681857,2025,1.63,2.45,-0.8200000000000003,27.666666666666668,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,DECLINED,1.2000000000000002
682847,2025,3.25,3.82,-0.5699999999999998,27.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.7400000000000002
682990,2025,3.37,4.33,-0.96,18.666666666666668,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,FLAT,-0.1200000000000001
684007,2025,3.86,5.39,-1.5299999999999998,28.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,IMPROVED,-0.77
686563,2025,5.0,5.43,-0.4299999999999997,27.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,FLAT,-0.34999999999999964
686613,2025,0.88,1.34,-0.4600000000000001,30.666666666666668,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,SLIGHT_SELL,DECLINED,2.2600000000000002
686752,2025,4.94,6.21,-1.2699999999999996,27.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.5500000000000003
686799,2025,5.19,5.83,-0.6399999999999997,26.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.6599999999999993
687473,2025,3.42,3.02,0.3999999999999999,24.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,2.24
687765,2025,4.76,2.84,1.92,16.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,0.33999999999999986
693433,2025,3.46,2.75,0.71,26.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,FLAT,-0.25
693821,2025,5.4,5.95,-0.5499999999999998,26.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,0.9699999999999998
694297,2025,2.48,3.76,-1.2799999999999998,29.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.85
694477,2025,1.5,3.68,-2.18,24.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,2.17
694738,2025,4.6,3.92,0.6799999999999997,29.333333333333332,BUY_LOW,BUY_LOW,BUY_LOW,BUY_LOW,IMPROVED,-2.5199999999999996
694973,2025,2.78,1.71,1.0699999999999998,32.333333333333336,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.0699999999999998
695418,2025,3.6,3.63,-0.029999999999999805,16.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.62
700249,2025,6.29,6.14,0.15000000000000036,24.333333333333332,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.0499999999999998
701542,2025,4.84,3.95,0.8899999999999997,23.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.48
801403,2025,7.66,6.51,1.1500000000000004,24.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,IMPROVED,-1.0099999999999998
806185,2025,0.0,1.7,-1.7,16.0,SELL_HIGH,SELL_HIGH,SELL_HIGH,SELL_HIGH,DECLINED,5.11
808967,2025,1.14,1.66,-0.52,23.666666666666668,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,DECLINED,1.76
